"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"382",461,40.4470925215253,-3.7179658362278,"Madrid","Madrid","Madrid","Spain","Spanish","2006, 2008, 2008, 2009, 2012, 2016",1996,"01/01/1996 00:00","",461,"Elizabeth Power","Jane Eyre","Cátedra","5",NA,"https://www.dropbox.com/s/ex83zx4rb4eywk3/1996_Power.jpg?dl=0","","The 2006 and 2008 (ii) editions are with Alianza Editorial. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"383",48,26.8557683803106,100.242635228684,"Lijiang","Lijiang","Lijiang","China","Chinese","0",1997,"01/01/1997 00:00","",47,"Jianhua Hu (胡建华)","简爱 / Jianai / Jane Eyre","Lijiang Press","1",NA,"","","","",NA,""
"384",NA,22.9806774085139,120.13868152852,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1997,"01/01/1997 00:00","01/01/1997",NA,"Shuping Xu (徐淑萍)","简爱 / Jianai / Jane Eyre","Tainan Hanfeng Press","",NA,"","","","",NA,""
"385",NA,39.9480910413295,116.417304376637,"Beijing","Beijing","Beijing","China","Chinese","0",1997,"01/01/1997 00:00","",NA,"Xiaohong Yang (杨晓红)","简爱 / Jianai / Jane Eyre","Jiuzhou Tushu Press","",NA,"","","","",NA,""
"386",122,48.1823539065823,11.6147193265477,"Munich","Munich","Munich","Germany","German","1998, 1999, 2000, 2008, 2014, 2018",1997,"01/01/1997 00:00","",121,"Gottfried Röckelein","Jane Eyre: Roman","Deutscher Taschenbuch Verlag","7",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/2000%20R%C3%B6ckelein.png?role=personal","","","",NA,""
"387",128,38.0256951992734,23.6642232021346,"Athens","Athens","Athens","Greece","Greek","2015",1997,"01/01/1997 00:00","",128,"Dimitris Kikizas (Δημήτρης Γ. Κίκιζας)","Τζέην ΄Ευρ / Jane Eyre","Smilē  (Σμίλη)","2",NA,"https://www.dropbox.com/s/uc8e9io79bvfir1/1997_Kikizas.jpg?dl=0","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"388",231,45.4601792176846,9.22962361664443,"Milan","Milan","Milan","Italy","Italian","0",1997,"01/01/1997 00:00","",231,"Alessandro Gallenzi","Jane Eyre","Frassinelli","1",NA,"","","","SBN",NA,""
"389",186,35.7527243244668,51.4769475481618,"Tehran","Tehran","Tehran","Iran","Persian","0",1997,"01/01/1997 00:00","",185,"Shahla Naqash and Fatemeh Naqash","Jane Eyre / جین ایر","Hezar Aftab","1",NA,"","","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"390",NA,43.5006929439171,43.6348620094693,"Nal'chik","Nal'chik","Nal'chik","Russia","Russian","0",1997,"01/01/1997 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","El'-fa","",NA,"","","First Nal'chik edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"391",515,40.9425854931115,29.0603105120391,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1999, 2001, 2011",1997,"01/01/1997 00:00","",511,"Hüseyin Yumrukçal","Jane Eyre","Remzi Kitabevi","4",NA,"","","Abridged, in 'Children's Classics' series","National Library of Turkey",NA,""
"392",449,43.2414298818726,-1.97820533856453,"Donostia-San Sebastián","San Sebastián","Guipúzcoa","Spain","Basque","2011",1998,"01/01/1998 00:00","",411,"Iñaki Mendiguren","Jane Eyre","Elkarlanean ","2",NA,"https://www.dropbox.com/s/dgycs7iqq051n0t/1998%20Mendiguren.jpg?dl=0","","Possibly abridged","IT",NA,""
"393",NA,32.0545551947537,118.669619226137,"Nanjing","Nanjing","Nanjing","China","Chinese","0",1998,"01/01/1998 00:00","",NA,"Ailing Wu (吴艾玲) (译注)","简爱 / Jianai / Jane Eyre","Jiangsu Jiaoyu Press","",NA,"","","","",NA,""
"394",305,53.185166300756,6.66782931227922,"Groningen","Groningen","Groningen","Netherlands","Dutch","2012",1998,"01/01/1998 00:00","",305,"Akkie de Jong","Jane Eyre","BoekWerk","5",NA,"","","Republished in Amsterdam in 2006","IT",NA,""
"395",148,37.9787156001534,23.764327115941,"Athens","Athens","Athens","Greece","Greek","0",1998,"01/01/1998 00:00","",148,"Marilena Alevizou (Μαριλένα Αλεβίζου)","Τζέιν Έυρ / Jane Eyre ","Patakē (Πατάκη)","1",NA,"https://www.dropbox.com/s/l2crrpacjssoe3x/1998_Alevizou.jpg?dl=0","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"396",177,35.6212102215012,51.3469044776778,"Tehran","Tehran","Tehran","Iran","Persian","0",1998,"01/01/1998 00:00","",188,"Hojjatollah Soleymani","Jane Eyre /جین ایر","Jaddeh-ye Abrisham","1",NA,"","","","National Library of Iran: http://www.nlai.ir/",NA,""
"397",NA,30.0881644769556,31.3595725986618,"Cairo","Cairo","Cairo","Egypt","Arabic","0",1999,"01/01/1999 00:00","",NA,"Unknown","Jane Eyre /جین ایر","Dār Wa Maktabat Al-Hilāl","",NA,"","","Abridged; bilingual edition; published simultaneously in Damascus","",NA,""
"398",491,33.5380123214518,36.3254057353385,"Damascus","Damascus","Damascus","Syria","Arabic","0",1999,"01/01/1999 00:00","",491,"Unknown","Jane Eyre /جین ایر","Dār al-Biḥār ","1",NA,"","","Abridged; bilingual edition; published simultaneously in Cairo","",NA,""
"399",167,26.0818457182531,91.7170777923352,"Guwahati","Guwahati","Kamrup Metropolitan","India","Assamese","0",1999,"01/01/1999 00:00","",164,"Subhadra Baruwa","জেন আয়ার / Jane Eyre","Pūrbāñcal Prakāś","1",NA,"","","Abridged","IT",NA,""
"400",NA,42.9433254144433,129.464425694911,"Yanbian","Yanbian","Yanbian","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"He Wu (武合)","简爱 / Jianai / Jane Eyre","Yanbian Renmin Press","",NA,"","","","",NA,""
"401",NA,39.8932876100161,116.501269294725,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Shibi Yang (杨诗碧)","简爱 / Jianai / Jane Eyre","China Xiju Press","",NA,"","","","",NA,""
"402",NA,30.7516987014394,104.056490179169,"Chengdu","Chengdu","Chengdu","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Suxian Wei (魏素先)","简爱 / Jianai / Jane Eyre","Sichuan Renmin Press","",NA,"","","","",NA,""
"403",NA,25.1169495040954,121.621151571072,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1999,"01/01/1999 00:00","01/01/1999",NA,"Wenqi Li (李文绮)","简爱 / Jianai / Jane Eyre","Taipei Yuanzun Wenhua Press","",NA,"","","Later republished in Hefei (2010_","",NA,""
"404",NA,39.9843648372546,116.402929257679,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Xiaowei Wang (王晓卫)","简爱 / Jianai / Jane Eyre","Dazhong Wenyi Press","",NA,"","","","",NA,""
"405",NA,25.0476133132756,121.561680565964,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1999,"01/01/1999 00:00","01/01/1999",NA,"Youling Huang (黄友玲)","简爱 / Jianai / Jane Eyre","Taipei Xidai Press","",NA,"","","","",NA,""
"406",NA,39.8361648519386,116.526586024588,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Zijian Han (韩子剑)","简爱 / Jianai / Jane Eyre","China Xiju Press","",NA,"","","","",NA,""
"407",144,38.0134824018794,23.7171134893812,"Athens","Athens","Athens","Greece","Greek","0",1999,"01/01/1999 00:00","",144,"Sophia Tsiledakē (Σοφία Τσιλεδάκη)","Τζέιν Έιρ / Jane Eyre ","Modern Times (Μοντέρνοι Καιροί)","1",NA,"https://www.dropbox.com/s/n5f1qy0xe8f74l5/1999_Tsiledak%C4%93.jpg?dl=0","","Adaptation. Source: National Library of Greece offline catalogue","National Library of Greece offline catalogue",NA,""
"408",406,37.593210967713,127.025757717876,"Seoul","Seoul","Seoul","South Korea","Korean","0",1999,"01/01/1999 00:00","",406,"Kim, SungKu","제인 에어 / Jane Eyre","Cheongmogsa (청목사)","1",NA,"","","","",NA,""
"409",319,59.9371691922001,10.7031057372803,"Oslo","Oslo","Oslo","Norway","Norwegian","0",1999,"01/01/1999 00:00","",318,"Ragnfrid Stokke","Jane Eyre","Pax","1",NA,"https://www.dropbox.com/s/y40hp3dnyygj7eg/1999%20Stokke.jpg?dl=0","","","IT",NA,""
"410",360,55.7681002852635,37.6849513688229,"Moscow","Moscow","Moscow","Russia","Russian","2003, 2004, 2005, 2005, 2005, 2005, 2005, 2007, 2007, 2007, 2009, 2010, 2010, 2010, 2010, 2010, 2011, 2011, 2011, 2011, 2013, 2015, 2016, 2016, 2016, 2017, 2017, 2017, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2020, 2020, 2021, 2021, 2021, 2021",1999,"01/01/1999 00:00","",358,"I. G. Gurova","Джейн Эйр / Dzheĭn Ėĭr / Jane Eyre","AST","1",NA,"","","Subsequent printings with the same publisher except: the fourth 2005 publication which is with Literatura: mir knigi; 2005(v) with Geleos; 2005(iii) and 2007(ii) with Profizdat; 2007(i) and 2015 with TERRA; 2007(iii) with Komsomol'skaya pravda;  2011(iv) and 2018(ii) with Inostranka; 2016(ii) and 2016(iii) with Martin; 2017(ii) and 2021(iii) with Veche; 2017(iii) with Vremja; 2018(iii) with Al'fa-kniga; 2019(v) with Rech'; 2020(ii) with NEB Svet; 2021(iv) with ROSMEN. This translation was later republished in St Petersburg (2006) and Belarus (2011), and probably elsewhere","",NA,""
"411",61,23.1874023049015,-82.4673008916201,"Havana","Havana","Havana","Cuba","Spanish","2004, 2016",1999,"01/01/1999 00:00","",61,"Carmen Martín Gaite","Jane Eyre","Instituto Cubano del Libro","4",NA,"https://www.dropbox.com/s/j0xt50u5i7no4ma/1999_Mart%C3%ADn%20Gaite.jpg?dl=0","","Later republished in Barcelona (2008). Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"412",474,59.2471598084358,18.0733030297887,"Stockholm","Stockholm","Stockholm","Sweden","Swedish","2000, 2005, 2007, 2009, 2011, 2013",1999,"01/01/1999 00:00","",475,"Gun-Britt Sundström","Jane Eyre ","Bonnierförlagen","6",NA,"","","The 2000 edition is with Månpocket; 2005 is bund with a translation of Wuthering heights by Birgit Edlund","IT",NA,""
"413",NA,45.7901053405367,126.509224815852,"Harbin","Harbin","Harbin","China","Chinese","0",2000,"01/01/2000 00:00","",NA,"Lin Zi (林子)","简爱 / Jianai / Jane Eyre","Harbin Publishing House","",NA,"","","","",NA,""
"414",NA,23.0697019178637,120.181655888435,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",2000,"01/01/2000 00:00","01/01/2000",NA,"Xinci Zhang (张心慈)","简爱 / Jianai / Jane Eyre","Tainan Daxia Press","",NA,"","","","",NA,""
"415",NA,42.9536211409884,129.420347381677,"Yanbian","Yanbian","Yanbian","China","Chinese","0",2000,"01/01/2000 00:00","",NA,"Yu Sun (孙宇)","简爱 / Jianai / Jane Eyre","Yanbian Renmin Press","",NA,"","","","",NA,""
"416",84,59.4494218162411,24.7847402932633,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","0",2000,"01/01/2000 00:00","",84,"Ira Inga Vilberg","Jane Eyre ","Brigitta","1",NA,"","","Closely based on the Kippasto translation first published in Tallinn in 1959, though Valdna's verse translations are omitted. Nothing is known of Ira Inga Vilberg, so the name may be a pseudonym","ESTER: www.ester.ee ",NA,""
"417",471,6.98950859705614,79.7717359249882,"Colombo","Colombo","Colombo","Sri Lanka","Sinhalese","0",2000,"01/01/2000 00:00","",471,"R. N. H. Perera","ජේන් අයර් / Jane Ayar / Jane Eyre ","M. D. Gunasena and Company","1",NA,"https://www.dropbox.com/s/aer9iytc08tfq9t/2000%20Perera.jpg?dl=0","","","IT",NA,""
"418",33,-33.4698368037474,-70.5704584232049,"Santiago de Chile","Santiago de Chile","Santiago de Chile","Chile","Spanish","0",2000,"01/01/2000 00:00","",32,"Unknown","Jane Eyre","Zig-Zag","1",NA,"","","Possibly a reprint of S. Robles's 1989 translation. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"419",414,41.3116403313641,2.09977820700336,"Barcelona","Barcelona","Barcelona","Spain","Catalan","0",2001,"01/01/2001 00:00","",414,"Jordi Arbonès i Montull","Jane Eyre","Columna","1",NA,"","","","IT",NA,""
"420",39,30.5891914659012,104.005851081404,"Chengdu","Chengdu","Chengdu","China","Chinese","2011",2001,"01/01/2001 00:00","",39,"Daming Li (李大明) and Jing Li (李晶)","简·爱 (缩写本) / Jian Ai (suoxieben) / Jane Eyre (Abridged Version)","Sichuan Wenyi Chubanshe (四川文艺出版社)","2",NA,"http://book.kongfz.com/156492/879622674/ and for the 2011 reprint https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/3%20Cover%20images/Chinese?preview=2011+Li+%26+Li.tiff","https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/4%20Sound%20files%20of%20title%20and%20author/Chinese?preview=2011+Li+%26+Li.m4a","This abridged version was the basis for the 2011 translation into Tibetan printed together with the Chinese text. Source: researcher's copy (Ulrich Timme Kragh)","Researcher's copy (Ulrich Timme Kragh)",NA,""
"421",150,22.2524987353948,114.245037205901,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2001,"01/01/2001 00:00","",150,"Fei Gao","简爱 / Jianai / Jane Eyre","Wenhua Yishu Press","1",NA,"","","","",NA,""
"422",34,39.9360128518056,116.464733592406,"Beijing","Beijing","Beijing","China","Chinese","0",2001,"01/01/2001 00:00","",34,"Jianghao Wu（吴江皓）and Fanhai Zeng（曾凡海）","简爱 / Jianai / Jane Eyre","Beijing Yanshan Press ","1",NA,"","","","",NA,""
"423",NA,43.8298313841017,126.500024325423,"Jilin","Jilin","Jilin","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaofeng Shen (沈小凤)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","","",NA,""
"424",NA,49.2816296834311,119.645169970498,"Hulun Buir","Hulun Buir","Hulun Buir","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaojuan Dong (董晓娟)","简爱 / Jianai / Jane Eyre","Neimenggu Wenhua Press","",NA,"","","","",NA,""
"425",NA,49.1481421726568,119.819046712818,"Hulun Buir","Hulun Buir","Hulun Buir","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaojuan Wang (王晓娟)","简爱 / Jianai / Jane Eyre","Neimenggu Wenhua Press","",NA,"","","","",NA,""
"426",NA,31.0728908729913,121.530507496827,"Shanghai","Shanghai","Shanghai","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Yixin Fan (樊一昕）","简爱 / Jianai / Jane Eyre","Shanghai Shijie Tushu Corporation","",NA,"","","","",NA,""
"427",480,59.2298649333675,18.3924456318867,"Tyresö","Tyresö","Tyresö","Sweden","Esperanto","0",2001,"01/01/2001 00:00","",472,"Unknown","Jane Eyre","Inko","1",NA,"","","","WorldCat",NA,""
"428",145,37.9802654891609,23.7289014105249,"Athens","Athens","Athens","Greece","Greek","0",2001,"01/01/2001 00:00","",145,"Yiannis Karouzos (Γιάννης Καρούζος) ","Τζέιν Έιρ / Jane Eyre ","Aposperitis (Αποσπερίτης) ","1",NA,"https://www.dropbox.com/s/t89ehpne3k8kkr7/2001_Karouzos.jpg?dl=0","","Source: Union Catalogue of Hellenic Academic Libraries","Union Catalogue Hellenic Academic Libraries",NA,""
"429",455,40.3257371789397,-3.71589689018291,"Madrid","Madrid","Madrid","Spain","Spanish","2016",2001,"01/01/2001 00:00","",454,"Alejandro Pareja Rodríguez","Jane Eyre","Edaf","3",NA,"https://www.dropbox.com/s/1e4880ntrs3k0fa/2001_Pareja%20Rodr%C3%ADguez.jpg?dl=0","","Later republished in Barcelona (2016). Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"430",151,22.3858519603503,114.217389486416,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2002,"01/01/2002 00:00","",151,"Xijiang Fan","简爱 / Jianai / Jane Eyre","Wenhua Yishu Press","1",NA,"","","","",NA,""
"431",NA,39.9710074598298,116.421174231901,"Beijing","Beijing","Beijing","China","Chinese","0",2002,"01/01/2002 00:00","",NA,"Zhaolin Song (宋兆霖)","简爱 / Jianai / Jane Eyre","China Wenlian Press","",NA,"","","Later republished in Taipei","",NA,""
"432",205,32.4000696109376,34.8461289275132,"Kfar Monash","Kfar Monash","HaMerkaz","Israel/Palestine","Hebrew","0",2002,"01/01/2002 00:00","",205,"Smadar Kugo","ג'יין אייר בתמונות / Jane Eyre ","Ofarim","1",NA,"https://www.dropbox.com/s/0qzw3s0inov64qn/2002%20Kugo.jpg?dl=0","","Abridged with illustrations by Richard Lauter; probably from the English abridgement by Sara Thomson for  Treasury of Illustrated Classics (2001)","",NA,""
"433",NA,28.7141621581757,77.1557744073418,"New Delhi","New Delhi","New Delhi","India","Hindi","0",2002,"01/01/2002 00:00","",NA,"Vidyā Sinhā","जेन आयर / Jen Ayar ","Rajkamal Prakashan","",NA,"","","","",NA,""
"434",249,35.7628103952966,139.680491110391,"Knot","Knot","Knot","Japan","Japanese","0",2002,"01/01/2002 00:00","",249,"Yasuo Tanaka ","Jane Eyre","Kyoto Syugakusha","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Japanese/2002%20Yasuo%20Tanaka.jpg?role=personal","","","",NA,""
"435",501,40.992952148383,29.0473026186724,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","2011, 2016",2002,"01/01/2002 00:00","",512,"Nurten Tunç","Jane Eyre","Oda Yayınları","3",NA,"","","","National Library of Turkey",NA,""
"436",533,38.4830792331565,27.1892870695397,"Izmir","Izmir","Izmir","Turkey","Turkish","2005",2002,"01/01/2002 00:00","",533,"Tahsin Yıldırım","Jane Eyre","Gonca Yayınları","1",NA,"","","","National Library of Turkey",NA,""
"437",2,41.3604851336966,19.8139306545038,"Tirana","Tirana","Tirana","Albania","Albanian","0",2003,"01/01/2003 00:00","",2,"Dritan Koka","Xhein Airi / Jane Eyre","Unknown","1",NA,"","","","IT",NA,""
"438",43,30.2276428858253,120.203315527766,"Hangzhou","Hangzhou","Hangzhou","China","Chinese","0",2003,"01/01/2003 00:00","",41,"Jinghai Shi, Huiliang Liu and Wenwen Wang (史津海，刘微亮，王雯雯)","简爱 / Jianai / Jane Eyre","Zhejiang Wenyi Press","1",NA,"","","","",NA,""
"439",NA,40.0215206350994,116.368932928409,"Beijing","Beijing","Beijing","China","Chinese","0",2003,"01/01/2003 00:00","",NA,"Li Ling (凌力) ","简爱 / Jianai / Jane Eyre","Huaxia Press (缩写本) ","",NA,"","","Abridged","",NA,""
"440",NA,31.8329503383799,117.205485257435,"Hefei","Hefei","Hefei","China","Chinese","0",2003,"01/01/2003 00:00","",NA,"Na Li (李娜) and Xia Li (李霞)","简爱 / Jianai / Jane Eyre","Anhui Renmin Press","",NA,"","","","",NA,""
"441",46,31.9000502772941,117.249809008347,"Hefei","Hefei","Hefei","China","Chinese","0",2003,"01/01/2003 00:00","",45,"Shen Guo (郭深) and Zhen Liu (刘珍)","简爱 / Jianai / Jane Eyre","Anhui Wenyi Press","1",NA,"","","","",NA,""
"442",330,38.0528696416383,-7.86271912308089,"Beja","Beja","Beja","Portugal","Portuguese","0",2003,"01/01/2003 00:00","",342,"Mécia (pseud.) / João Gaspar Simões","A Paixão de Jane Eyre / The Passion of Jane Eyre ","Europa-América","3",NA,"","","First Beja edition of the translation originally published in Lisbon in 1941","",NA,""
"443",166,13.1475118182774,80.3162641500061,"Chennai","Chennai","Chennai","India","Tamil","0",2003,"01/01/2003 00:00","",170,"K. Appātturai","ஜேன் அயர் : உலகப் புகழ் பெற்ற நாவல் /  Jēn̲ Ayar : Ulakap pukal̲ per̲r̲a nāval / Jane Eyre: A World Renowned Novel ","Cāratā Māṇikkam Patippakam","1",NA,"","","Expanded edition of the translation first published in Tirunelveli in 1953","WorldCat",NA,""
